index,carat,cut,color,clarity,depth,table,length (mm),width (mm),height (mm),year
29297,0.5,Very Good,G,VVS2,63.0,58.0,4.98,5.02,3.15,2022
29298,0.53,Ideal,G,VS1,61.5,57.0,5.21,5.23,3.21,2022
29299,0.56,Ideal,E,VS1,62.3,57.0,5.3,5.26,3.29,2022
29300,0.56,Ideal,E,VS1,60.8,55.0,5.37,5.32,3.25,2022
29301,0.48,Ideal,G,IF,61.9,55.0,5.03,5.08,3.13,2022
29302,0.5,Good,G,VVS2,64.1,56.0,5.06,5.02,3.23,2022
29303,0.5,Fair,D,VVS1,65.9,64.0,4.92,5.03,3.28,2022
29304,0.55,Premium,G,VS1,59.4,62.0,5.36,5.32,3.17,2022
29305,0.55,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,2022
29306,0.55,Ideal,E,VS2,61.4,56.0,5.32,5.26,3.25,2022
29307,0.55,Ideal,E,VS2,61.8,57.0,5.34,5.27,3.28,2022
29308,0.7,Premium,F,SI2,61.2,59.0,5.75,5.72,3.51,2022
29309,0.7,Very Good,F,SI2,63.2,59.0,5.66,5.61,3.56,2022
29310,0.7,Good,F,SI2,64.1,58.0,5.58,5.53,3.56,2022
29311,0.52,Ideal,E,VS1,62.5,56.0,5.16,5.11,3.21,2022
29312,0.59,Ideal,E,SI1,60.7,56.0,5.45,5.49,3.32,2022
29313,0.59,Ideal,D,SI1,61.3,59.0,5.36,5.4,3.3,2022
29314,0.6,Good,G,VS2,64.3,57.0,5.31,5.38,3.43,2022
29315,0.7,Good,E,SI2,56.9,61.0,5.85,5.9,3.34,2022
29316,0.52,Premium,E,VS1,61.6,58.0,5.18,5.14,3.18,2022
29317,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.07,3.23,2022
29318,0.51,Very Good,D,VS2,63.5,56.0,5.1,5.04,3.22,2022
29319,0.61,Premium,H,VS1,59.6,61.0,5.53,5.44,3.27,2022
29320,0.52,Very Good,G,VVS2,62.0,57.0,5.15,5.19,3.2,2022
29321,0.51,Ideal,G,VVS2,62.1,55.5,5.08,5.13,3.18,2022
29322,0.58,Premium,E,SI1,61.6,59.0,5.38,5.33,3.3,2022
29323,0.5,Good,D,VS1,64.3,54.0,5.02,5.06,3.24,2022
29324,0.7,Very Good,I,SI2,62.4,58.0,5.64,5.68,3.53,2022
29325,0.7,Very Good,I,SI2,59.5,58.0,5.73,5.79,3.43,2022
29326,0.6,Ideal,G,VS2,62.1,56.0,5.4,5.45,3.37,2022
29327,0.51,Ideal,E,VS2,61.2,57.0,5.13,5.16,3.15,2022
29328,0.55,Very Good,D,VS2,62.2,60.0,5.2,5.25,3.25,2022
29329,0.85,Premium,I,I1,59.6,58.0,6.24,6.14,3.69,2022
29330,0.58,Ideal,F,VS2,62.4,57.0,5.31,5.33,3.32,2022
29331,0.52,Ideal,H,IF,61.8,55.0,5.17,5.19,3.2,2022
29332,0.72,Very Good,H,SI2,63.5,55.0,5.66,5.62,3.58,2022
29333,0.55,Ideal,G,VVS2,62.3,53.0,5.27,5.29,3.29,2022
29334,0.55,Very Good,D,VS2,62.8,57.0,5.24,5.27,3.3,2022
29335,0.54,Ideal,F,VS1,62.2,55.0,5.23,5.25,3.26,2022
29336,0.72,Fair,H,SI2,66.0,60.0,5.58,5.51,3.66,2022
29337,0.72,Good,H,SI2,64.1,58.0,5.68,5.65,3.63,2022
29338,0.6,Premium,D,SI1,62.9,58.0,5.39,5.33,3.37,2022
29339,0.72,Premium,I,SI1,60.6,57.0,5.88,5.73,3.52,2022
29340,0.51,Premium,F,VS1,60.3,57.0,5.22,5.2,3.14,2022
29341,0.51,Very Good,G,VVS1,62.9,57.0,5.08,5.12,3.21,2022
29342,0.51,Good,G,VVS2,63.7,54.0,5.08,5.1,3.24,2022
29343,0.51,Good,G,VVS2,63.3,58.0,5.04,5.07,3.2,2022
29344,0.51,Good,G,VVS2,63.4,57.0,5.06,5.09,3.22,2022
29345,0.61,Ideal,E,SI1,61.2,56.0,5.5,5.48,3.36,2022
29346,0.53,Ideal,F,VS1,61.4,57.0,5.18,5.2,3.19,2022
29347,0.61,Premium,G,VS2,63.0,58.0,5.43,5.4,3.41,2022
29348,0.71,Ideal,H,SI2,62.6,56.0,5.75,5.69,3.58,2022
29349,0.65,Very Good,I,VVS1,61.8,56.0,5.53,5.57,3.43,2022
29350,0.54,Ideal,G,VVS2,62.6,57.0,5.19,5.23,3.26,2022
29351,0.5,Premium,E,VS1,60.4,60.0,5.16,5.1,3.1,2022
29352,0.73,Fair,J,VS1,64.6,60.0,5.68,5.59,3.64,2022
29353,0.66,Premium,F,SI1,60.6,58.0,5.69,5.63,3.43,2022
29354,0.7,Fair,H,SI1,65.0,59.0,5.54,5.5,3.59,2022
29355,0.52,Ideal,G,VS1,61.2,56.0,5.19,5.23,3.19,2022
29356,0.52,Ideal,G,VS1,61.9,55.5,5.13,5.16,3.18,2022
29357,0.56,Ideal,D,SI1,61.9,55.0,5.31,5.29,3.28,2022
29358,0.53,Ideal,F,VS2,61.6,57.0,5.21,5.15,3.19,2022
29359,0.59,Ideal,G,VS1,64.1,54.0,5.37,5.3,3.42,2022
29360,0.74,Premium,I,SI2,60.6,60.0,5.89,5.8,3.54,2022
29361,0.54,Ideal,G,VS1,61.8,55.3,5.22,5.24,3.23,2022
29362,0.55,Ideal,F,VS1,61.4,55.0,5.24,5.28,3.23,2022
29363,1.0,Fair,I,I1,68.6,56.0,6.2,6.08,4.22,2022
29364,0.52,Very Good,E,VS1,62.3,59.0,5.14,5.17,3.21,2022
29365,0.5,Very Good,E,VS1,59.0,60.0,5.19,5.22,3.07,2022
29366,0.5,Very Good,E,VS1,60.0,60.0,5.13,5.2,3.1,2022
29367,0.46,Good,F,IF,57.5,58.0,5.12,5.18,2.96,2022
29368,0.46,Good,F,IF,56.2,61.0,5.16,5.24,2.92,2022
29369,0.5,Premium,G,VVS2,62.2,61.0,5.09,5.07,3.16,2022
29370,0.5,Premium,G,VVS2,62.1,61.0,5.1,5.07,3.16,2022
29371,0.5,Premium,G,VVS2,60.5,62.0,5.14,5.07,3.09,2022
29372,0.5,Good,G,VVS2,63.8,56.0,5.06,5.03,3.22,2022
29373,0.7,Good,F,SI2,63.6,56.0,5.63,5.56,3.56,2022
29374,0.7,Premium,F,SI2,60.3,58.0,5.79,5.76,3.48,2022
29375,0.72,Premium,F,SI2,61.1,59.0,5.83,5.79,3.55,2022
29376,0.57,Very Good,E,VS2,62.1,59.0,5.29,5.27,3.28,2022
29377,0.53,Ideal,G,VS2,60.9,56.0,5.25,5.21,3.18,2022
29378,0.51,Premium,D,VS2,62.0,59.0,5.12,5.08,3.16,2022
29379,0.51,Premium,D,VS2,62.7,59.0,5.09,5.05,3.18,2022
29380,0.51,Premium,D,VS2,62.0,60.0,5.12,5.07,3.16,2022
29381,0.51,Ideal,D,VS2,61.4,57.0,5.16,5.13,3.16,2022
29382,0.53,Premium,D,VS2,60.2,58.0,5.23,5.26,3.16,2022
29383,0.72,Premium,E,SI2,59.3,60.0,5.88,5.85,3.48,2022
29384,0.5,Ideal,D,VS2,61.2,55.0,5.12,5.07,3.12,2022
29385,0.96,Fair,H,I1,67.4,62.0,6.13,5.96,4.08,2022
29386,0.62,Ideal,H,VS1,63.0,56.0,5.43,5.36,3.4,2022
29387,0.58,Ideal,E,VS2,61.7,57.0,5.42,5.35,3.32,2022
29388,0.58,Ideal,E,VS2,62.3,54.0,5.43,5.39,3.37,2022
29389,0.58,Ideal,E,VS2,60.6,56.0,5.43,5.47,3.3,2022
29390,0.53,Ideal,D,VS2,62.2,56.0,5.17,5.18,3.22,2022
29391,0.54,Ideal,G,VS1,61.7,56.0,5.22,5.25,3.23,2022
29392,0.55,Ideal,F,VS1,61.3,57.0,5.25,5.28,3.23,2022
29393,0.67,Ideal,G,SI1,62.9,54.0,5.63,5.6,3.53,2022
29394,0.76,Good,J,SI1,63.8,57.0,5.78,5.74,3.67,2022
29395,0.79,Very Good,G,SI2,63.4,60.0,5.83,5.77,3.68,2022
29396,0.51,Ideal,G,VVS1,62.8,53.0,5.09,5.14,3.21,2022
29397,0.51,Ideal,D,VS1,62.2,55.0,5.15,5.17,3.21,2022
29398,0.57,Ideal,D,SI1,61.4,55.0,5.35,5.34,3.28,2022
29399,0.58,Ideal,F,VS2,61.9,60.0,5.32,5.35,3.3,2022
29400,0.67,Good,G,SI1,62.9,59.0,5.58,5.62,3.52,2022
29401,0.7,Fair,H,VS1,67.2,55.0,5.48,5.54,3.7,2022
29402,0.56,Ideal,F,SI1,61.1,56.0,5.35,5.33,3.26,2022
29403,0.64,Premium,E,SI1,61.3,58.0,5.57,5.53,3.4,2022
29404,0.53,Ideal,F,VS1,61.8,56.0,5.2,5.22,3.22,2022
29405,0.53,Ideal,F,VS1,62.3,55.0,5.18,5.22,3.24,2022
29406,0.58,Premium,E,SI1,62.1,58.0,5.35,5.31,3.31,2022
29407,0.61,Premium,E,SI1,60.1,59.0,5.51,5.48,3.3,2022
29408,0.51,Premium,D,VS2,61.9,62.0,5.12,5.09,3.16,2022
29409,0.51,Good,E,VS2,57.6,62.0,5.33,5.3,3.06,2022
29410,0.59,Very Good,F,VS2,60.1,57.0,5.44,5.48,3.28,2022
29411,0.54,Very Good,F,VS1,61.0,58.0,5.24,5.25,3.2,2022
29412,0.51,Ideal,G,VVS2,60.1,56.0,5.22,5.24,3.14,2022
29413,0.5,Very Good,G,VVS2,61.4,57.0,5.1,5.16,3.15,2022
29414,0.51,Good,G,VVS2,58.1,62.0,5.24,5.3,3.06,2022
29415,0.53,Ideal,G,VS1,61.9,56.0,5.21,5.19,3.22,2022
29416,0.53,Ideal,G,VS1,62.6,54.0,5.19,5.16,3.24,2022
29417,0.53,Premium,G,VS1,62.4,58.0,5.2,5.16,3.23,2022
29418,0.53,Ideal,G,VS1,61.9,56.0,5.2,5.17,3.21,2022
29419,0.53,Ideal,G,VS1,62.1,57.0,5.18,5.16,3.21,2022
29420,0.53,Ideal,G,VS1,62.7,55.0,5.18,5.16,3.24,2022
29421,0.53,Ideal,E,VS2,61.9,55.0,5.22,5.19,3.22,2022
29422,0.53,Ideal,E,VS2,61.4,56.0,5.24,5.21,3.21,2022
29423,0.53,Premium,E,VS2,61.6,57.0,5.21,5.18,3.2,2022
29424,0.53,Ideal,E,VS2,62.4,56.0,5.2,5.16,3.23,2022
29425,0.53,Premium,E,VS2,60.9,60.0,5.22,5.16,3.16,2022
29426,0.53,Ideal,E,VS2,62.1,56.0,5.2,5.17,3.22,2022
29427,0.72,Ideal,H,SI2,61.8,55.0,5.79,5.76,3.57,2022
29428,0.7,Premium,I,VS2,61.0,59.0,5.71,5.66,3.47,2022
29429,0.7,Ideal,G,SI2,61.6,57.0,5.68,5.65,3.49,2022
29430,0.7,Premium,G,SI2,62.5,62.0,5.58,5.56,3.48,2022
29431,0.7,Very Good,G,SI2,63.3,57.0,5.61,5.51,3.52,2022
29432,0.72,Premium,J,VS2,62.6,58.0,5.72,5.66,3.56,2022
29433,0.47,Ideal,G,IF,62.1,54.0,4.99,5.02,3.11,2022
29434,0.56,Premium,H,VVS2,59.8,57.0,5.48,5.39,3.25,2022
29435,0.56,Premium,D,SI1,59.9,60.0,5.39,5.33,3.21,2022
29436,0.56,Ideal,D,SI1,62.3,56.0,5.33,5.26,3.3,2022
29437,0.56,Premium,D,SI1,61.9,58.0,5.33,5.27,3.28,2022
29438,0.56,Premium,D,SI1,61.4,58.0,5.33,5.29,3.26,2022
29439,0.54,Ideal,H,VVS1,61.2,57.0,5.25,5.21,3.2,2022
29440,0.72,Very Good,J,VS2,63.2,60.0,5.77,5.7,3.63,2022
29441,0.56,Fair,F,VS2,57.0,67.0,5.49,5.36,3.09,2022
29442,0.54,Ideal,F,VS1,60.9,56.0,5.31,5.27,3.22,2022
29443,0.57,Ideal,G,VS1,60.6,57.0,5.38,5.41,3.27,2022
29444,0.7,Ideal,J,SI1,62.1,54.0,5.72,5.74,3.56,2022
29445,0.52,Very Good,G,VS1,63.3,55.0,5.12,5.09,3.23,2022
29446,0.52,Ideal,G,VS1,61.8,55.0,5.21,5.17,3.21,2022
29447,0.52,Ideal,G,VS1,61.1,55.0,5.19,5.15,3.16,2022
29448,0.52,Premium,G,VS1,61.1,58.0,5.19,5.16,3.16,2022
29449,0.52,Ideal,G,VS1,60.9,55.0,5.22,5.16,3.16,2022
29450,0.52,Ideal,G,VS1,62.7,57.0,5.15,5.12,3.22,2022
29451,0.52,Premium,G,VS1,62.4,59.0,5.16,5.13,3.21,2022
29452,0.52,Ideal,G,VS1,62.3,55.0,5.16,5.14,3.21,2022
29453,0.52,Ideal,G,VS1,62.7,56.0,5.16,5.14,3.23,2022
29454,0.52,Ideal,E,VS2,61.1,55.0,5.27,5.2,3.2,2022
29455,0.52,Ideal,E,VS2,60.9,57.0,5.23,5.21,3.18,2022
29456,0.52,Ideal,E,VS2,59.5,57.0,5.27,5.25,3.13,2022
29457,0.52,Premium,E,VS2,60.3,60.0,5.21,5.17,3.13,2022
29458,0.52,Premium,E,VS2,60.7,58.0,5.21,5.17,3.15,2022
29459,0.52,Premium,E,VS2,60.9,57.0,5.2,5.17,3.16,2022
29460,0.52,Ideal,E,VS2,62.0,55.0,5.19,5.14,3.2,2022
29461,0.52,Premium,E,VS2,62.5,56.0,5.18,5.15,3.23,2022
29462,0.52,Ideal,E,VS2,61.7,55.0,5.21,5.16,3.2,2022
29463,0.52,Ideal,E,VS2,61.2,56.0,5.23,5.16,3.18,2022
29464,0.52,Ideal,E,VS2,61.9,56.0,5.16,5.12,3.18,2022
29465,0.52,Premium,E,VS2,62.3,57.0,5.17,5.1,3.2,2022
29466,0.52,Ideal,E,VS2,62.2,56.0,5.15,5.11,3.19,2022
29467,0.52,Ideal,E,VS2,62.6,57.0,5.17,5.09,3.21,2022
29468,0.62,Very Good,G,VS2,63.2,55.0,5.42,5.4,3.42,2022
29469,0.3,Very Good,I,VVS2,61.9,61.0,4.28,4.32,2.66,2022
29470,0.3,Very Good,H,VS1,60.4,61.0,4.27,4.31,2.59,2022
29471,0.3,Premium,I,VS1,61.9,59.0,4.31,4.24,2.65,2022
29472,0.36,Premium,J,SI1,61.6,60.0,4.58,4.54,2.81,2022
29473,0.37,Fair,F,SI1,65.3,56.0,4.53,4.47,2.94,2022
29474,0.32,Ideal,E,SI1,63.2,55.0,4.37,4.33,2.75,2022
29475,0.37,Good,H,SI1,64.0,55.0,4.53,4.57,2.91,2022
29476,0.3,Ideal,I,VVS2,61.8,56.0,4.31,4.33,2.67,2022
29477,0.32,Ideal,H,VS2,61.7,57.0,4.38,4.4,2.71,2022
29478,0.32,Ideal,I,VS1,61.7,55.6,4.41,4.43,2.73,2022
29479,0.32,Ideal,I,VS1,61.4,55.3,4.39,4.42,2.7,2022
29480,0.32,Ideal,I,VS1,60.9,56.7,4.41,4.44,2.69,2022
29481,0.28,Premium,E,SI1,60.3,58.0,4.26,4.22,2.55,2022
29482,0.38,Good,I,SI1,63.7,57.0,4.63,4.57,2.93,2022
29483,0.32,Premium,D,SI2,62.5,58.0,4.38,4.33,2.72,2022
29484,0.23,Very Good,F,VVS2,59.3,57.0,4.01,4.05,2.39,2022
29485,0.23,Very Good,F,VVS2,60.3,58.0,3.99,4.03,2.42,2022
29486,0.23,Very Good,F,VVS2,59.7,58.0,4.02,4.06,2.41,2022
29487,0.23,Very Good,F,VVS2,62.0,58.0,3.89,3.92,2.42,2022
29488,0.57,Premium,F,VS1,61.3,54.0,5.41,5.35,3.3,2022
29489,0.55,Premium,D,SI1,61.9,60.0,5.23,5.14,3.21,2022
29490,0.59,Ideal,D,SI1,61.0,57.0,5.43,5.46,3.32,2022
29491,0.59,Ideal,D,SI1,61.8,56.0,5.37,5.4,3.33,2022
29492,0.59,Very Good,D,SI1,62.3,54.0,5.38,5.41,3.36,2022
29493,0.55,Ideal,E,VS2,62.0,55.0,5.26,5.28,3.27,2022
29494,0.57,Good,G,VS2,58.2,66.0,5.34,5.45,3.14,2022
29495,0.71,Good,E,SI2,64.0,56.0,5.68,5.61,3.62,2022
29496,0.64,Premium,F,SI1,61.2,58.0,5.6,5.54,3.41,2022
29497,0.57,Very Good,G,VS1,61.0,55.0,5.36,5.43,3.28,2022
29498,0.7,Very Good,J,SI1,60.2,61.0,5.69,5.73,3.44,2022
29499,0.7,Premium,H,SI2,61.1,58.0,5.72,5.84,3.53,2022
29500,0.7,Ideal,H,SI2,61.1,57.0,5.73,5.76,3.51,2022
29501,0.45,Ideal,E,VVS2,61.6,56.0,4.96,4.98,3.06,2022
29502,0.62,Very Good,I,VS1,61.8,55.0,5.5,5.53,3.41,2022
29503,0.53,Ideal,G,VVS2,60.4,56.0,5.29,5.24,3.18,2022
29504,0.51,Premium,D,VS2,61.9,58.0,5.19,5.12,3.19,2022
29505,0.71,Good,F,SI2,64.0,58.0,5.65,5.59,3.6,2022
29506,0.75,Good,G,SI2,63.6,58.0,5.75,5.7,3.64,2022
29507,0.56,Ideal,E,VS2,61.9,55.0,5.29,5.34,3.29,2022
29508,0.56,Ideal,E,VS2,60.9,56.0,5.32,5.35,3.25,2022
29509,0.56,Ideal,E,VS2,61.5,57.0,5.27,5.3,3.25,2022
29510,0.56,Very Good,G,VS1,60.5,59.0,5.26,5.31,3.2,2022
29511,0.6,Premium,E,VS2,62.7,58.0,5.34,5.37,3.36,2022
29512,0.56,Very Good,E,VS2,61.8,56.0,5.28,5.31,3.27,2022
29513,0.56,Ideal,E,VS2,61.7,54.0,5.28,5.35,3.28,2022
29514,0.56,Ideal,G,VS1,62.2,55.0,5.27,5.31,3.29,2022
29515,0.56,Premium,G,VS1,62.4,58.0,5.22,5.3,3.28,2022
29516,0.56,Ideal,E,VS2,62.6,57.0,5.26,5.29,3.3,2022
29517,0.56,Premium,E,VS2,61.8,59.0,5.27,5.34,3.28,2022
29518,0.56,Ideal,E,VS2,61.9,56.0,5.27,5.32,3.28,2022
29519,0.56,Ideal,G,VS1,60.6,56.0,5.33,5.36,3.24,2022
29520,0.56,Very Good,E,VS2,61.4,61.0,5.28,5.31,3.25,2022
29521,0.56,Ideal,H,VVS1,62.1,54.0,5.28,5.31,3.29,2022
29522,0.54,Ideal,F,VS1,62.5,56.0,5.18,5.22,3.25,2022
29523,0.57,Ideal,E,VS2,60.8,56.0,5.4,5.35,3.27,2022
29524,0.55,Premium,F,VS2,61.7,56.0,5.29,5.25,3.25,2022
29525,0.55,Ideal,F,VS2,61.7,56.0,5.3,5.26,3.26,2022
29526,0.55,Ideal,F,VS2,61.1,57.0,5.3,5.27,3.23,2022
29527,0.55,Ideal,F,VS2,61.1,56.0,5.31,5.27,3.23,2022
29528,0.55,Ideal,F,VS2,61.7,57.0,5.29,5.24,3.25,2022
29529,0.55,Premium,D,SI1,61.0,58.0,5.29,5.27,3.22,2022
29530,0.55,Premium,D,SI1,60.7,58.0,5.3,5.24,3.2,2022
29531,0.55,Premium,D,SI1,61.2,58.0,5.29,5.24,3.22,2022
29532,0.67,Premium,D,SI2,62.9,56.0,5.65,5.6,3.54,2022
29533,0.57,Premium,G,VS1,60.2,57.0,5.42,5.37,3.25,2022
29534,0.57,Premium,G,VS1,61.0,57.0,5.4,5.35,3.28,2022
29535,0.5,Premium,D,VS2,59.7,57.0,5.13,5.08,3.05,2022
29536,0.6,Ideal,H,VS1,61.6,56.0,5.4,5.42,3.33,2022
29537,0.59,Ideal,D,SI1,62.5,55.0,5.35,5.4,3.36,2022
29538,0.53,Very Good,F,VS1,61.5,59.0,5.19,5.22,3.2,2022
29539,0.68,Very Good,E,SI2,63.1,54.5,5.61,5.64,3.55,2022
29540,0.71,Premium,I,SI2,60.3,58.0,5.72,5.78,3.47,2022
29541,0.71,Very Good,J,VS2,62.8,61.0,5.63,5.71,3.56,2022
29542,0.63,Ideal,G,VS2,62.6,55.0,5.5,5.46,3.43,2022
29543,0.61,Ideal,G,VS2,61.4,55.7,5.43,5.53,3.37,2022
29544,0.61,Good,H,VVS2,60.3,60.5,5.44,5.48,3.29,2022
29545,0.61,Good,G,VS2,61.2,62.8,5.38,5.42,3.3,2022
29546,0.59,Ideal,D,SI1,61.2,56.0,5.43,5.38,3.31,2022
29547,0.52,Very Good,E,VS1,63.3,58.0,5.07,5.11,3.22,2022
29548,0.52,Ideal,D,VS2,61.3,56.0,5.15,5.2,3.17,2022
29549,0.52,Ideal,D,VS2,61.5,56.0,5.15,5.19,3.18,2022
29550,0.52,Ideal,D,VS2,62.2,56.0,5.13,5.16,3.2,2022
29551,0.52,Ideal,D,VS2,62.3,56.0,5.11,5.16,3.2,2022
29552,0.52,Premium,D,VS2,61.2,58.0,5.16,5.2,3.17,2022
29553,0.52,Ideal,D,VS2,61.8,56.0,5.15,5.17,3.19,2022
29554,0.56,Ideal,G,VS1,62.0,56.0,5.28,5.3,3.28,2022
29555,0.69,Premium,H,SI1,62.8,58.0,5.65,5.62,3.54,2022
29556,0.54,Ideal,E,VS1,62.6,55.0,5.22,5.2,3.26,2022
29557,0.62,Premium,G,VS2,62.2,55.0,5.51,5.46,3.41,2022
29558,0.56,Ideal,G,VS1,60.3,57.0,5.37,5.41,3.25,2022
29559,0.7,Good,J,SI2,58.7,58.0,5.74,5.85,3.4,2022
29560,0.7,Good,J,SI2,61.2,64.0,5.68,5.73,3.49,2022
29561,0.4,Ideal,E,VVS1,61.7,55.0,4.76,4.74,2.93,2022
29562,0.51,Ideal,G,VVS2,62.5,59.0,5.08,5.12,3.19,2022
29563,0.54,Ideal,E,VS2,61.1,57.0,5.24,5.26,3.21,2022
29564,0.53,Premium,D,VS2,59.9,58.0,5.29,5.26,3.16,2022
29565,0.53,Very Good,D,VS2,63.4,55.0,5.23,5.11,3.28,2022
29566,0.57,Very Good,E,VS2,59.5,56.0,5.45,5.47,3.25,2022
29567,0.51,Ideal,D,VS1,60.7,57.0,5.18,5.23,3.16,2022
29568,0.53,Very Good,G,VVS2,62.2,54.0,5.19,5.23,3.23,2022
29569,0.51,Ideal,G,VVS2,62.2,56.0,5.09,5.13,3.18,2022
29570,0.65,Premium,E,SI2,62.6,59.0,5.54,5.49,3.45,2022
29571,0.7,Premium,J,SI1,61.3,59.0,5.75,5.73,3.52,2022
29572,0.87,Ideal,G,I1,61.5,57.0,6.09,6.04,3.73,2022
29573,0.65,Very Good,G,SI1,62.0,58.0,5.5,5.58,3.43,2022
29574,0.61,Very Good,D,SI1,58.5,58.0,5.54,5.64,3.27,2022
29575,0.86,Premium,I,I1,62.6,56.0,6.11,6.03,3.8,2022
29576,0.65,Premium,E,SI1,60.5,59.0,5.61,5.49,3.36,2022
29577,0.52,Very Good,D,VS1,62.5,57.0,5.11,5.16,3.21,2022
29578,0.54,Ideal,G,VVS2,61.8,55.0,5.22,5.3,3.24,2022
29579,0.52,Ideal,G,VVS1,62.1,56.0,5.15,5.17,3.2,2022
29580,0.58,Ideal,D,SI1,61.1,57.0,5.41,5.36,3.29,2022
29581,0.7,Very Good,H,SI1,62.6,57.0,5.64,5.7,3.55,2022
29582,0.53,Ideal,F,VS1,61.2,56.0,5.22,5.24,3.2,2022
29583,0.6,Ideal,E,SI1,61.5,56.0,5.51,5.39,3.35,2022
29584,0.58,Ideal,G,VS1,60.1,55.0,5.44,5.4,3.26,2022
29585,0.51,Premium,E,VS1,61.9,58.0,5.1,5.15,3.17,2022
29586,0.64,Ideal,H,VS2,62.3,54.0,5.52,5.55,3.44,2022
29587,0.72,Ideal,J,SI1,62.7,56.0,5.67,5.75,3.58,2022
29588,0.66,Good,H,VS1,59.9,60.3,5.61,5.67,3.37,2022
29589,0.53,Ideal,F,VS2,61.7,57.0,5.23,5.21,3.22,2022
29590,0.72,Ideal,J,VS1,62.3,55.0,5.77,5.69,3.57,2022
29591,0.62,Very Good,F,VS2,59.5,63.0,5.54,5.49,3.28,2022
29592,0.52,Ideal,G,VVS2,62.1,56.0,5.14,5.16,3.2,2022
29593,0.45,Ideal,F,VVS1,61.8,55.0,4.92,4.95,3.05,2022
29594,0.55,Ideal,G,VS2,61.1,57.0,5.29,5.31,3.24,2022
29595,0.59,Ideal,F,VS2,60.6,56.0,5.43,5.48,3.31,2022
29596,0.46,Ideal,E,VS1,61.9,55.0,4.94,4.97,3.06,2022
29597,0.46,Ideal,E,VS1,60.3,56.0,5.02,5.06,3.04,2022
29598,0.52,Ideal,G,VVS2,62.1,57.0,5.13,5.15,3.19,2022
29599,0.52,Premium,G,VVS2,61.0,58.0,5.21,5.15,3.16,2022
29600,0.59,Ideal,D,SI1,61.6,57.0,5.44,5.41,3.34,2022
29601,0.7,Very Good,J,SI1,58.4,62.0,5.85,5.87,3.42,2022
29602,0.5,Ideal,G,VVS2,62.7,55.0,5.07,5.1,3.19,2022
29603,0.51,Ideal,F,VS1,62.5,55.0,5.13,5.08,3.19,2022
29604,0.51,Ideal,F,VS1,61.9,56.0,5.17,5.11,3.18,2022
29605,0.51,Ideal,F,VS1,61.7,54.0,5.17,5.14,3.18,2022
29606,0.51,Premium,F,VS1,61.4,58.0,5.18,5.15,3.17,2022
29607,0.6,Very Good,E,SI1,63.2,56.0,5.38,5.32,3.38,2022
29608,0.51,Ideal,F,VS1,61.3,54.0,5.23,5.12,3.17,2022
29609,0.57,Ideal,G,VS1,62.3,53.7,5.32,5.35,3.32,2022
29610,0.56,Ideal,G,VS1,60.8,55.0,5.34,5.36,3.25,2022
29611,0.57,Ideal,G,VS1,62.2,54.0,5.31,5.33,3.31,2022
29612,0.54,Ideal,F,VS2,63.0,57.0,5.22,5.18,3.28,2022
29613,0.54,Ideal,F,VS2,64.2,54.0,5.19,5.12,3.31,2022
29614,0.51,Premium,E,VS1,62.3,56.0,5.14,5.13,3.2,2022
29615,0.55,Very Good,G,VVS1,60.8,58.0,5.25,5.3,3.21,2022
29616,0.46,Very Good,F,VVS1,62.3,56.0,4.94,4.98,3.09,2022
29617,0.59,Very Good,E,VS2,59.9,56.0,5.46,5.49,3.28,2022
29618,0.51,Very Good,D,VS1,63.1,58.0,5.05,5.1,3.2,2022
29619,0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,2022
29620,0.5,Very Good,G,VVS2,60.9,61.0,5.11,5.13,3.12,2022
29621,0.5,Ideal,G,VVS2,60.5,55.0,5.13,5.15,3.11,2022
29622,0.5,Very Good,G,VVS2,62.9,57.0,5.04,5.11,3.19,2022
29623,0.5,Ideal,G,VVS2,62.1,55.0,5.05,5.09,3.15,2022
29624,0.5,Very Good,G,VVS2,60.7,57.0,5.1,5.14,3.11,2022
29625,0.5,Ideal,G,VVS2,62.0,56.0,5.09,5.13,3.17,2022
29626,0.64,Good,D,SI1,57.7,57.0,5.69,5.75,3.3,2022
29627,0.59,Ideal,I,VVS1,62.2,55.0,5.38,5.39,3.35,2022
29628,0.59,Ideal,E,VS2,62.2,58.0,5.35,5.39,3.34,2022
29629,0.5,Ideal,H,VVS1,60.6,55.0,5.17,5.13,3.12,2022
29630,0.5,Very Good,H,VVS1,63.5,58.0,5.03,4.98,3.18,2022
29631,0.5,Premium,H,VVS1,62.5,58.0,5.1,5.05,3.17,2022
29632,0.5,Ideal,F,VS1,62.5,57.0,5.09,5.06,3.17,2022
29633,0.51,Very Good,E,VS1,61.1,59.0,5.14,5.2,3.16,2022
29634,0.71,Ideal,G,SI2,62.8,57.0,5.68,5.63,3.55,2022
29635,0.59,Very Good,H,VVS2,62.3,55.0,5.42,5.33,3.35,2022
29636,0.7,Good,H,SI1,65.4,59.0,5.46,5.52,3.59,2022
29637,0.7,Fair,H,SI1,66.0,56.0,5.5,5.53,3.64,2022
29638,0.71,Good,I,VS2,64.0,59.0,5.61,5.55,3.57,2022
29639,0.71,Fair,I,VS2,61.6,67.0,5.76,5.61,3.5,2022
